id,translation
39,"{'input': '<QUESTION> What is the average <COLUMN> weight </COLUMN> of <TABLE> cars </TABLE> each <COLUMN> year </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> Weight </COLUMN>  <COLUMN> YEAR </COLUMN>  FROM  <TABLE> CARS_DATA </TABLE> GROUP BY <COLUMN>  YEAR </COLUMN> </QUERY>'}"
40,"{'input': '<QUESTION> What is the average <COLUMN> weight </COLUMN> and <COLUMN> year </COLUMN> for each <COLUMN> year </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> Weight </COLUMN>  <COLUMN> YEAR </COLUMN>  FROM  <TABLE> CARS_DATA </TABLE> GROUP BY <COLUMN>  YEAR </COLUMN> </QUERY>'}"
41,"{'input': '<QUESTION> What is the average <COLUMN> horsepower </COLUMN> of the <TABLE> cars </TABLE> before <VALUE> 1980 </VALUE> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> avg </AGGREGATE> <COLUMN> horsepower </COLUMN>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> YEAR </COLUMN> less than <VALUE> 1980 </VALUE> </QUERY>'}"
42,"{'input': '<QUESTION> What is the average horsepower for all cars produced before <VALUE> 1980 </VALUE> ?  </QUESTION> <SCHEMA>  </SCHEMA>', 'output': '<QUERY> SELECT SELECT <COLUMN> avg(horsepower) </COLUMN>  FROM  <TABLE> cars_data </TABLE>  </QUERY>'}"
43,"{'input': '<QUESTION> What is the maximum <COLUMN> accelerate </COLUMN> for different number of <COLUMN> cylinders </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> max </AGGREGATE> <COLUMN> Accelerate </COLUMN>  <COLUMN> Cylinders </COLUMN>  FROM  <TABLE> CARS_DATA </TABLE> GROUP BY <COLUMN>  Cylinders </COLUMN> </QUERY>'}"
44,"{'input': '<QUESTION> What is the maximum <COLUMN> accelerate </COLUMN> for all the different <COLUMN> cylinders </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> max </AGGREGATE> <COLUMN> Accelerate </COLUMN>  <COLUMN> Cylinders </COLUMN>  FROM  <TABLE> CARS_DATA </TABLE> GROUP BY <COLUMN>  Cylinders </COLUMN> </QUERY>'}"
45,"{'input': '<QUESTION> How many <TABLE> cars </TABLE> have more than <VALUE> 4 </VALUE> <COLUMN> cylinders </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> Cylinders </COLUMN> greater than <VALUE> 4 </VALUE> </QUERY>'}"
46,"{'input': '<QUESTION> What is the number of <TABLE> cars </TABLE> with more than <VALUE> 4 </VALUE> <COLUMN> cylinders </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> Cylinders </COLUMN> greater than <VALUE> 4 </VALUE> </QUERY>'}"
47,"{'input': '<QUESTION> how many <TABLE> cars </TABLE> were produced in <VALUE> 1980 </VALUE> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> YEAR </COLUMN> equals <VALUE> 1980 </VALUE> </QUERY>'}"
48,"{'input': '<QUESTION> In <VALUE> 1980 </VALUE> , how many <TABLE> cars </TABLE> were made ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT <AGGREGATE> count </AGGREGATE>  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> YEAR </COLUMN> equals <VALUE> 1980 </VALUE> </QUERY>'}"
49,"{'input': '<QUESTION> In which years cars were produced weighing no less than <VALUE> 3000 </VALUE> and no more than <VALUE> 4000 </VALUE> ?  </QUESTION> <SCHEMA>  </SCHEMA>', 'output': '<QUERY> SELECT SELECT <COLUMN> distinct </COLUMN>  FROM  <TABLE> cars_data </TABLE>  </QUERY>'}"
50,"{'input': '<QUESTION> What are the different years in which there were cars produced that weighed less than <VALUE> 4000 </VALUE> and also cars that weighted more than <VALUE> 3000 </VALUE> ?  </QUESTION> <SCHEMA>  </SCHEMA>', 'output': '<QUERY> SELECT SELECT <COLUMN> distinct </COLUMN>  FROM  <TABLE> cars_data </TABLE>  </QUERY>'}"
51,"{'input': '<QUESTION> How many <TABLE> cars </TABLE> has over <VALUE> 6 </VALUE> <COLUMN> cylinders </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> Cylinders </COLUMN> greater than <VALUE> 6 </VALUE> </QUERY>'}"
52,"{'input': '<QUESTION> What is the number of carsw ith over <VALUE> 6 </VALUE> <COLUMN> cylinders </COLUMN> ?  </QUESTION> <SCHEMA> The database name is ""car 1"". This database has a table whose name is ""cars_data"". The column names of this table are ""id"" which is of type number, ""mpg"" which is of type text, ""cylinders"" which is of type number, ""edispl"" which is of type number, ""horsepower"" which is of type text, ""weight"" which is of type number, ""accelerate"" which is of type number, ""year"" which is of type number. The mandatory column of this table is ""id"". The table ""cars data"" has a reference in the table ""car names"" which are linked by the columns ""id"" and ""make id"". </SCHEMA>', 'output': '<QUERY> SELECT  <PRIMARY KEY> id </PRIMARY KEY>  FROM  <TABLE> CARS_DATA </TABLE> WHERE <COLUMN> Cylinders </COLUMN> greater than <VALUE> 6 </VALUE> </QUERY>'}"
53,"{'input': '<QUESTION> Which <COLUMN> country </COLUMN> does <TABLE> Airline </TABLE> ` ` JetBlue Airways \'\' belong to ?  </QUESTION> <SCHEMA> The database name is ""flight 2"". This database has a table whose name is ""airlines"". The column names of this table are ""airline id"" which is of type number, ""airline name"" which is of type text, ""abbreviation"" which is of type text, ""country"" which is of type text. The mandatory column of this table is ""airline id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Country </COLUMN>  FROM  <TABLE> AIRLINES </TABLE> WHERE <COLUMN> Airline </COLUMN> equals <VALUE> ""JetBlue Airways"" </VALUE> </QUERY>'}"
54,"{'input': '<QUESTION> What <COLUMN> country </COLUMN> is Jetblue Airways affiliated with ?  </QUESTION> <SCHEMA> The database name is ""flight 2"". This database has a table whose name is ""airlines"". The column names of this table are ""airline id"" which is of type number, ""airline name"" which is of type text, ""abbreviation"" which is of type text, ""country"" which is of type text. The mandatory column of this table is ""airline id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Country </COLUMN>  FROM  <TABLE> AIRLINES </TABLE> WHERE <COLUMN> Airline </COLUMN> equals <VALUE> ""JetBlue Airways"" </VALUE> </QUERY>'}"
55,"{'input': '<QUESTION> What is the <COLUMN> abbreviation </COLUMN> of <TABLE> Airline </TABLE> ` ` JetBlue Airways \'\' ?  </QUESTION> <SCHEMA> The database name is ""flight 2"". This database has a table whose name is ""airlines"". The column names of this table are ""airline id"" which is of type number, ""airline name"" which is of type text, ""abbreviation"" which is of type text, ""country"" which is of type text. The mandatory column of this table is ""airline id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Abbreviation </COLUMN>  FROM  <TABLE> AIRLINES </TABLE> WHERE <COLUMN> Airline </COLUMN> equals <VALUE> ""JetBlue Airways"" </VALUE> </QUERY>'}"
56,"{'input': '<QUESTION> Which <COLUMN> abbreviation </COLUMN> corresponds to Jetblue Airways ?  </QUESTION> <SCHEMA> The database name is ""flight 2"". This database has a table whose name is ""airlines"". The column names of this table are ""airline id"" which is of type number, ""airline name"" which is of type text, ""abbreviation"" which is of type text, ""country"" which is of type text. The mandatory column of this table is ""airline id"". </SCHEMA>', 'output': '<QUERY> SELECT  <COLUMN> Abbreviation </COLUMN>  FROM  <TABLE> AIRLINES </TABLE> WHERE <COLUMN> Airline </COLUMN> equals <VALUE> ""JetBlue Airways"" </VALUE> </QUERY>'}"
